Source Name	Material Type	Characteristics[Organism]	Characteristics[CellLine]	Characteristics[DiseaseState]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[CELL_LINE]
BT-549	cell	Homo sapiens	BT-549	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 65	P-MTAB-22739	Labeled Extract 65	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 65	A-AFFY-113	5500024052603032009483.E04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	BT-549
BV-173	cell	Homo sapiens	BV-173	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 66	P-MTAB-22739	Labeled Extract 66	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 66	A-AFFY-113	5500024032848101507000.E04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	BV-173
BxPC-3	cell	Homo sapiens	BxPC-3	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 67	P-MTAB-22739	Labeled Extract 67	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 67	A-AFFY-113	5500024030401071707289.A01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	BxPC-3
C2BBe1	cell	Homo sapiens	C2BBe1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 68	P-MTAB-22739	Labeled Extract 68	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 68	A-AFFY-113	5500024032848101507998.F06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	C2BBe1
C32	cell	Homo sapiens	C32	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 69	P-MTAB-22739	Labeled Extract 69	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 69	A-AFFY-113	5500024035100021608461.D02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	C32
C-33-A	cell	Homo sapiens	C-33-A	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 70	P-MTAB-22739	Labeled Extract 70	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 70	A-AFFY-113	5500024032848101507998.E04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	C-33-A
C-33-A	cell	Homo sapiens	C-33-A	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 71	P-MTAB-22739	Labeled Extract 71	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 71	A-AFFY-113	5500024052861011409506.B09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	C-33-A
C3A	cell	Homo sapiens	C3A	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 72	P-MTAB-22739	Labeled Extract 72	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 72	A-AFFY-113	5500024032848101507000.G02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	C3A
C3A	cell	Homo sapiens	C3A	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 73	P-MTAB-22739	Labeled Extract 73	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 73	A-AFFY-113	5500024052861011409506.G12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	C3A
C-4-II	cell	Homo sapiens	C-4-II	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 74	P-MTAB-22739	Labeled Extract 74	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 74	A-AFFY-113	5500024032848101507000.F02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	C-4-II
C8166	cell	Homo sapiens	C8166	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 75	P-MTAB-22739	Labeled Extract 75	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 75	A-AFFY-113	5500024030401071707289.E01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	C8166
CA46	cell	Homo sapiens	CA46	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 76	P-MTAB-22739	Labeled Extract 76	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 76	A-AFFY-113	5500024032848101507998.H05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CA46
Ca9-22	cell	Homo sapiens	Ca9-22	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 77	P-MTAB-22739	Labeled Extract 77	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 77	A-AFFY-113	5500024030401071707289.H12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	Ca9-22
CAKI-1	cell	Homo sapiens	CAKI-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 78	P-MTAB-22739	Labeled Extract 78	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 78	A-AFFY-113	5500024052861011409506.H01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAKI-1
CAL-120	cell	Homo sapiens	CAL-120	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 79	P-MTAB-22739	Labeled Extract 79	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 79	A-AFFY-113	5500024032848101507000.B10.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-120
CAL-12T	cell	Homo sapiens	CAL-12T	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 80	P-MTAB-22739	Labeled Extract 80	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 80	A-AFFY-113	5500024032848101507998.B05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-12T
CAL-148	cell	Homo sapiens	CAL-148	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 81	P-MTAB-22739	Labeled Extract 81	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 81	A-AFFY-113	5500024034290101707049.E02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-148
CAL-27	cell	Homo sapiens	CAL-27	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 82	P-MTAB-22739	Labeled Extract 82	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 82	A-AFFY-113	5500024034290101707049.F02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-27
CAL-33	cell	Homo sapiens	CAL-33	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 83	P-MTAB-22739	Labeled Extract 83	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 83	A-AFFY-113	5500024032848101507998.C06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-33
CAL-39	cell	Homo sapiens	CAL-39	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 84	P-MTAB-22739	Labeled Extract 84	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 84	A-AFFY-113	5500024034290101707049.G02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-39
CAL-51	cell	Homo sapiens	CAL-51	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 85	P-MTAB-22739	Labeled Extract 85	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 85	A-AFFY-113	5500024034290101707049.H02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-51
CAL-54	cell	Homo sapiens	CAL-54	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 86	P-MTAB-22739	Labeled Extract 86	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 86	A-AFFY-113	5500024034290101707049.A03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-54
CAL-62	cell	Homo sapiens	CAL-62	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 87	P-MTAB-22739	Labeled Extract 87	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 87	A-AFFY-113	5500024032848101507998.A07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-62
CAL-72	cell	Homo sapiens	CAL-72	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 88	P-MTAB-22739	Labeled Extract 88	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 88	A-AFFY-113	5500024052603032009483.C02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-72
CAL-72	cell	Homo sapiens	CAL-72	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 89	P-MTAB-22739	Labeled Extract 89	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 89	A-AFFY-113	5500024052861011409506.C09.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-72
CAL-85-1	cell	Homo sapiens	CAL-85-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 90	P-MTAB-22739	Labeled Extract 90	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 90	A-AFFY-113	5500024032848101507998.B06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-85-1
CAL-85-1	cell	Homo sapiens	CAL-85-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 91	P-MTAB-22739	Labeled Extract 91	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 91	A-AFFY-113	5500024052861011409506.F08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAL-85-1
Calu-1	cell	Homo sapiens	Calu-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 92	P-MTAB-22739	Labeled Extract 92	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 92	A-AFFY-113	5500024032848101507000.H02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	Calu-1
Calu-3	cell	Homo sapiens	Calu-3	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 93	P-MTAB-22739	Labeled Extract 93	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 93	A-AFFY-113	5500024032848101507000.A03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	Calu-3
Calu-6	cell	Homo sapiens	Calu-6	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 94	P-MTAB-22739	Labeled Extract 94	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 94	A-AFFY-113	5500024032848101507000.B03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	Calu-6
CAMA-1	cell	Homo sapiens	CAMA-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 95	P-MTAB-22739	Labeled Extract 95	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 95	A-AFFY-113	5500024034290101707049.B03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	CAMA-1
Caov-3	cell	Homo sapiens	Caov-3	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 96	P-MTAB-22739	Labeled Extract 96	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 96	A-AFFY-113	5500024032848101507998.D05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.1.zip	Caov-3
Caov-4	cell	Homo sapiens	Caov-4	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 97	P-MTAB-22739	Labeled Extract 97	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 97	A-AFFY-113	5500024034290101707049.C03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	Caov-4
CAPAN-1	cell	Homo sapiens	CAPAN-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 98	P-MTAB-22739	Labeled Extract 98	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 98	A-AFFY-113	5500024034290101707049.D03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CAPAN-1
Capan-2	cell	Homo sapiens	Capan-2	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 99	P-MTAB-22739	Labeled Extract 99	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 99	A-AFFY-113	5500024034290101707049.E03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	Capan-2
CaR-1	cell	Homo sapiens	CaR-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 100	P-MTAB-22739	Labeled Extract 100	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 100	A-AFFY-113	5500024035100021608461.E02.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CaR-1
CAS-1	cell	Homo sapiens	CAS-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 101	P-MTAB-22739	Labeled Extract 101	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 101	A-AFFY-113	5500024032848101507998.E06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CAS-1
Ca-Ski	cell	Homo sapiens	Ca-Ski	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 102	P-MTAB-22739	Labeled Extract 102	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 102	A-AFFY-113	5500024052861011409506.C07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	Ca-Ski
CCF-STTG1	cell	Homo sapiens	CCF-STTG1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 103	P-MTAB-22739	Labeled Extract 103	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 103	A-AFFY-113	5500024030401071707289.B01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CCF-STTG1
CCRF-CEM	cell	Homo sapiens	CCRF-CEM	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 104	P-MTAB-22739	Labeled Extract 104	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 104	A-AFFY-113	5500024052603032009483.G03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CCRF-CEM
CESS	cell	Homo sapiens	CESS	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 105	P-MTAB-22739	Labeled Extract 105	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 105	A-AFFY-113	5500024032848101507000.C03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CESS
CFPAC-1	cell	Homo sapiens	CFPAC-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 106	P-MTAB-22739	Labeled Extract 106	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 106	A-AFFY-113	5500024030401071707289.C03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CFPAC-1
CGTH-W-1	cell	Homo sapiens	CGTH-W-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 107	P-MTAB-22739	Labeled Extract 107	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 107	A-AFFY-113	5500024032848101507998.A05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CGTH-W-1
ChaGo-K-1	cell	Homo sapiens	ChaGo-K-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 108	P-MTAB-22739	Labeled Extract 108	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 108	A-AFFY-113	5500024032848101507998.H06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	ChaGo-K-1
CHL-1	cell	Homo sapiens	CHL-1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 109	P-MTAB-22739	Labeled Extract 109	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 109	A-AFFY-113	5500024032848101507998.A06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CHL-1
CHP-134	cell	Homo sapiens	CHP-134	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 110	P-MTAB-22739	Labeled Extract 110	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 110	A-AFFY-113	5500024032848101507998.B07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CHP-134
CHP-212	cell	Homo sapiens	CHP-212	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 111	P-MTAB-22739	Labeled Extract 111	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 111	A-AFFY-113	5500024034290101707049.F03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CHP-212
CMK	cell	Homo sapiens	CMK	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 112	P-MTAB-22739	Labeled Extract 112	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 112	A-AFFY-113	5500024032848101507998.H04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CMK
CML-T1	cell	Homo sapiens	CML-T1	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 113	P-MTAB-22739	Labeled Extract 113	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 113	A-AFFY-113	5500024032848101507000.G04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	CML-T1
COLO-205	cell	Homo sapiens	COLO-205	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 114	P-MTAB-22739	Labeled Extract 114	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 114	A-AFFY-113	5500024052861011409506.G01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-205
COLO-320-HSR	cell	Homo sapiens	COLO-320-HSR	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 115	P-MTAB-22739	Labeled Extract 115	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 115	A-AFFY-113	5500024032848101507998.C07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-320-HSR
COLO-668	cell	Homo sapiens	COLO-668	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 116	P-MTAB-22739	Labeled Extract 116	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 116	A-AFFY-113	5500024034290101707049.G03.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-668
COLO-678	cell	Homo sapiens	COLO-678	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 117	P-MTAB-22739	Labeled Extract 117	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 117	A-AFFY-113	5500024032848101507998.E05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-678
COLO-679	cell	Homo sapiens	COLO-679	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 118	P-MTAB-22739	Labeled Extract 118	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 118	A-AFFY-113	5500024052861011409506.B07.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-679
COLO-680N	cell	Homo sapiens	COLO-680N	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 119	P-MTAB-22739	Labeled Extract 119	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 119	A-AFFY-113	5500024032848101507000.C04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-680N
COLO-684	cell	Homo sapiens	COLO-684	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 120	P-MTAB-22739	Labeled Extract 120	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 120	A-AFFY-113	5500024032848101507998.G04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-684
COLO-720E	cell	Homo sapiens	COLO-720E	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 121	P-MTAB-22739	Labeled Extract 121	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 121	A-AFFY-113	5500024030401071707289.H01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-720E
COLO-741	cell	Homo sapiens	COLO-741	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 122	P-MTAB-22739	Labeled Extract 122	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 122	A-AFFY-113	5500024030401071707289.A06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-741
COLO-792	cell	Homo sapiens	COLO-792	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 123	P-MTAB-22739	Labeled Extract 123	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 123	A-AFFY-113	5500024052603032009483.A01.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-792
COLO-792	cell	Homo sapiens	COLO-792	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 124	P-MTAB-22739	Labeled Extract 124	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 124	A-AFFY-113	5500024052861011409506.E05.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-792
COLO-800	cell	Homo sapiens	COLO-800	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 125	P-MTAB-22739	Labeled Extract 125	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 125	A-AFFY-113	5500024052861011409506.G06.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-800
COLO-824	cell	Homo sapiens	COLO-824	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 126	P-MTAB-22739	Labeled Extract 126	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 126	A-AFFY-113	5500024032848101507000.B04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COLO-824
COR-L105	cell	Homo sapiens	COR-L105	cancer	P-MTAB-22737	P-MTAB-22738	RNA Extract 127	P-MTAB-22739	Labeled Extract 127	biotin	Affymetrix:Protocol:Hybridization-Unknown 	ArrayExpress	Hybridization 127	A-AFFY-113	5500024030401071707289.G04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-783/E-MTAB-783.raw.2.zip	COR-L105
